hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
DET,CWS,0.5829926396165348,0.41700736038346525,9.0,Kenta Maeda,Drew Thorpe,2024-06-22T17:10:00.0000000Z
STL,SF,0.5108342368128271,0.48916576318717286,8.5,Miles Mikolas,Jordan Hicks,2024-06-22T18:15:00.0000000Z
CHC,NYM,0.5108342368128271,0.48916576318717286,-1.0,Jameson Taillon,Tylor Megill,2024-06-22T18:20:00.0000000Z
PHI,ARI,0.6750312465671372,0.3249687534328628,8.5,Zack Wheeler,Tommy Henry,2024-06-22T20:05:00.0000000Z
PIT,TB,0.5043297536554499,0.49567024634455015,8.5,Jared Jones,Zach Eflin,2024-06-22T20:05:00.0000000Z
OAK,MIN,0.40036122839240407,0.5996387716075959,8.0,JP Sears,Bailey Ober,2024-06-22T20:07:00.0000000Z
HOU,BAL,0.4279403650712972,0.5720596349287028,8.0,Ronel Blanco,Corbin Burnes,2024-06-22T20:10:00.0000000Z
MIA,SEA,0.39624302994387584,0.6037569700561242,7.5,Jesus Luzardo,Logan Gilbert,2024-06-22T20:10:00.0000000Z
CIN,BOS,0.4572564613405057,0.5427435386594943,9.5,Frankie Montas,Nick Pivetta,2024-06-22T20:10:00.0000000Z
CLE,TOR,0.5514411134008372,0.4485588865991628,9.0,Ben Lively,Jose Berrios,2024-06-22T20:10:00.0000000Z
NYY,ATL,0.5514411134008372,0.4485588865991628,9.0,Marcus Stroman,Charlie Morton,2024-06-22T23:15:00.0000000Z
SD,MIL,0.5108342368128271,0.48916576318717286,9.0,Randy Vasquez,Carlos Rodriguez,2024-06-22T23:15:00.0000000Z
COL,WAS,0.49567024634455015,0.5043297536554499,10.5,Cal Quantrill,Mitchell Parker,2024-06-23T01:10:00.0000000Z
