hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
DET,TB,0.6092362331597097,0.39076376684029035,7.0,Tarik Skubal,Ryan Pepiot,2024-09-24T17:10:00.0000000Z
CLE,CIN,0.5996387716075958,0.4003612283924042,8.0,Tanner Bibee,Jakob Junis,2024-09-24T22:40:00.0000000Z
PIT,MIL,0.43650793764630424,0.5634920623536958,8.0,Bailey Falter,Tobias Myers,2024-09-24T22:40:00.0000000Z
PHI,CHC,0.4572564613405057,0.5427435386594943,8.5,Tanner Banks,Justin Steele,2024-09-24T22:40:00.0000000Z
WAS,KC,0.39624302994387584,0.6037569700561242,8.0,Mitchell Parker,Cole Ragans,2024-09-24T22:45:00.0000000Z
NYY,BAL,0.5933697527596193,0.4066302472403806,8.5,Clarke Schmidt,Dean Kremer,2024-09-24T23:05:00.0000000Z
TOR,BOS,0.5514411134008372,0.4485588865991628,8.0,Bowden Francis,Brayan Bello,2024-09-24T23:07:00.0000000Z
ATL,NYM,0.5720596349287028,0.4279403650712972,8.0,Spencer Schwellenbach,Luis Severino,2024-09-24T23:20:00.0000000Z
MIN,MIA,0.6805555548308899,0.3194444451691101,8.0,Bailey Ober,Ryan Weathers,2024-09-24T23:40:00.0000000Z
CWS,LAA,0.47391341595118586,0.5260865840488141,8.5,Jonathan Cannon,Jack Kochanowicz,2024-09-24T23:40:00.0000000Z
HOU,SEA,0.5514411134008372,0.4485588865991628,7.0,Framber Valdez,Logan Gilbert,2024-09-25T00:10:00.0000000Z
COL,STL,0.4782608704725898,0.5217391295274102,10.5,Ryan Feltner,Michael McGreevy,2024-09-25T00:40:00.0000000Z
ARI,SF,0.5634920623536956,0.4365079376463043,8.0,Brandon Pfaadt,Logan Webb,2024-09-25T01:40:00.0000000Z
OAK,TEX,0.47391341595118586,0.5260865840488141,7.5,Mitch Spence,Nathan Eovaldi,2024-09-25T01:40:00.0000000Z
LAD,SD,0.5108342368128271,0.48916576318717286,8.0,Landon Knack,Michael King,2024-09-25T02:10:00.0000000Z
