hometeam,awayteam,hometeamodds_dk,awayteamodds_dk,ou,homepitcher,awaypitcher,date
MIA,STL,0.4170073603834652,0.5829926396165348,8.0,Roddery Munoz,Lance Lynn,2024-06-18T22:10:00.0000000Z
PHI,SD,0.5829926396165348,0.41700736038346525,8.5,Aaron Nola,Michael King,2024-06-18T22:40:00.0000000Z
CLE,SEA,0.5217391295274103,0.47826087047258975,8.5,Triston McKenzie,Bryce Miller,2024-06-18T22:40:00.0000000Z
PIT,CIN,0.4572564613405057,0.5427435386594943,8.5,Bailey Falter,Nick Lodolo,2024-06-18T22:40:00.0000000Z
WAS,ARI,0.5217391295274103,0.47826087047258975,9.0,Jake Irvin,Slade Cecconi,2024-06-18T22:45:00.0000000Z
NYY,BAL,0.5829926396165348,0.41700736038346525,9.0,Nestor Cortes,Albert Suarez,2024-06-18T23:05:00.0000000Z
TOR,BOS,0.4826358742776059,0.5173641257223941,7.5,Chris Bassitt,Tanner Houck,2024-06-18T23:07:00.0000000Z
ATL,DET,0.6037569700561242,0.39624302994387584,8.5,Spencer Schwellenbach,Casey Mize,2024-06-18T23:20:00.0000000Z
MIN,TB,0.5996387716075958,0.4003612283924042,8.5,Pablo Lopez,Aaron Civale,2024-06-18T23:40:00.0000000Z
TEX,NYM,0.5,0.5,8.5,Michael Lorenzen,Luis Severino,2024-06-19T00:05:00.0000000Z
CHC,SF,0.5043297536554499,0.49567024634455015,10.0,Justin Steele,Logan Webb,2024-06-19T00:05:00.0000000Z
CWS,HOU,0.355270821500165,0.644729178499835,8.5,Jonathan Cannon,Framber Valdez,2024-06-19T00:10:00.0000000Z
COL,LAD,0.3775334495818208,0.6224665504181792,11.5,Austin Gomber,Walker Buehler,2024-06-19T00:40:00.0000000Z
LAA,MIL,0.43650793764630424,0.5634920623536958,8.5,Griffin Canning,Tobias Myers,2024-06-19T01:38:00.0000000Z
OAK,KC,0.44855888659916276,0.5514411134008372,8.0,Hogan Harris,Alec Marsh,2024-06-19T01:40:00.0000000Z
